prog	rankval	mt	iu	okp	auc
580	ChimeraScan	19	3	1	1	0.07
581	ChimeraScan	19	4	0	0	0.12
582	ChimeraScan	19	4	0	1	0.12
583	ChimeraScan	19	4	1	0	0.13
584	ChimeraScan	19	4	1	1	0.13
585	ChimeraScan	19	5	0	0	0.14
586	ChimeraScan	19	5	0	1	0.14
587	ChimeraScan	19	5	1	0	0.16
588	ChimeraScan	19	5	1	1	0.16
589	ChimeraScan	19	6	0	0	0.15
590	ChimeraScan	19	6	0	1	0.15
591	ChimeraScan	19	6	1	0	0.18
592	ChimeraScan	19	6	1	1	0.17
593	ChimeraScan	19	7	0	0	0.16
594	ChimeraScan	19	7	0	1	0.16
595	ChimeraScan	19	7	1	0	0.19
596	ChimeraScan	19	7	1	1	0.19
597	ChimeraScan	20	8	0	0	0.17
598	ChimeraScan	20	8	0	1	0.17
599	ChimeraScan	19	8	1	0	0.2
600	ChimeraScan	19	8	1	1	0.2
601	ChimeraScan	20	9	0	0	0.17
602	ChimeraScan	20	9	0	1	0.18
603	ChimeraScan	19	9	1	0	0.21
604	ChimeraScan	19	9	1	1	0.21
605	ChimeraScan	20	10	0	0	0.18
606	ChimeraScan	20	10	0	1	0.18
607	ChimeraScan	19	10	1	0	0.22
608	ChimeraScan	19	10	1	1	0.22
609	JAFFA-Hybrid	20	3	0	0	0.06
610	JAFFA-Hybrid	20	3	0	1	0.06
611	JAFFA-Hybrid	20	3	1	0	0.06
612	JAFFA-Hybrid	20	3	1	1	0.06
613	JAFFA-Hybrid	20	4	0	0	0.11
614	JAFFA-Hybrid	20	4	0	1	0.11
615	JAFFA-Hybrid	20	4	1	0	0.11
616	JAFFA-Hybrid	20	4	1	1	0.11
617	JAFFA-Hybrid	20	5	0	0	0.13
618	JAFFA-Hybrid	20	5	0	1	0.13
619	JAFFA-Hybrid	20	5	1	0	0.14
620	JAFFA-Hybrid	20	5	1	1	0.13
621	JAFFA-Hybrid	21	6	0	0	0.14
622	JAFFA-Hybrid	21	6	0	1	0.14
623	JAFFA-Hybrid	20	6	1	0	0.15
624	JAFFA-Hybrid	20	6	1	1	0.15
625	JAFFA-Hybrid	21	7	0	0	0.15
626	JAFFA-Hybrid	21	7	0	1	0.15
627	JAFFA-Hybrid	21	7	1	0	0.16
628	JAFFA-Hybrid	21	7	1	1	0.16
629	JAFFA-Hybrid	21	8	0	0	0.16
630	JAFFA-Hybrid	21	8	0	1	0.16
631	JAFFA-Hybrid	21	8	1	0	0.17
632	JAFFA-Hybrid	21	8	1	1	0.17
633	JAFFA-Hybrid	21	9	0	0	0.17
634	JAFFA-Hybrid	21	9	0	1	0.17
635	JAFFA-Hybrid	21	9	1	0	0.18
636	JAFFA-Hybrid	21	9	1	1	0.18
637	JAFFA-Hybrid	21	10	0	0	0.16
638	JAFFA-Hybrid	21	10	0	1	0.17
639	JAFFA-Hybrid	21	10	1	0	0.18
640	JAFFA-Hybrid	21	10	1	1	0.18
641	deFuse	21	3	0	0	0.05
642	deFuse	22	3	0	1	0.05
643	deFuse	21	3	1	0	0.06
644	deFuse	21	3	1	1	0.06
645	deFuse	22	4	0	0	0.08
646	deFuse	22	4	0	1	0.08
647	deFuse	22	4	1	0	0.09
648	deFuse	22	4	1	1	0.09
649	deFuse	23	5	0	0	0.08
650	deFuse	23	5	0	1	0.08
651	deFuse	22	5	1	0	0.1
652	deFuse	22	5	1	1	0.1
653	deFuse	23	6	0	0	0.08
654	deFuse	23	6	0	1	0.08
655	deFuse	23	6	1	0	0.1
656	deFuse	23	6	1	1	0.09
657	deFuse	23	7	0	0	0.09
658	deFuse	23	7	0	1	0.09
659	deFuse	23	7	1	0	0.1
660	deFuse	23	7	1	1	0.1
661	deFuse	23	8	0	0	0.09
662	deFuse	23	8	0	1	0.09
663	deFuse	23	8	1	0	0.11
664	deFuse	23	8	1	1	0.11
665	deFuse	22	9	0	0	0.1
666	deFuse	22	9	0	1	0.1
667	deFuse	23	9	1	0	0.11
668	deFuse	23	9	1	1	0.11
669	deFuse	22	10	0	0	0.1
670	deFuse	22	10	0	1	0.1
671	deFuse	22	10	1	0	0.12
672	deFuse	22	10	1	1	0.12
673	nFuse	22	3	0	0	0.05
674	nFuse	21	3	0	1	0.06
675	nFuse	22	3	1	0	0.06
676	nFuse	22	3	1	1	0.06
677	nFuse	23	4	0	0	0.08
678	nFuse	23	4	0	1	0.08
679	nFuse	23	4	1	0	0.09
680	nFuse	23	4	1	1	0.09
681	nFuse	22	5	0	0	0.09
682	nFuse	22	5	0	1	0.09
683	nFuse	23	5	1	0	0.1
684	nFuse	23	5	1	1	0.1
685	nFuse	22	6	0	0	0.09
686	nFuse	22	6	0	1	0.09
687	nFuse	22	6	1	0	0.11
688	nFuse	22	6	1	1	0.11
689	nFuse	22	7	0	0	0.1
690	nFuse	22	7	0	1	0.1
691	nFuse	22	7	1	0	0.11
692	nFuse	22	7	1	1	0.11
693	nFuse	22	8	0	0	0.1
694	nFuse	22	8	0	1	0.1
695	nFuse	22	8	1	0	0.12
696	nFuse	22	8	1	1	0.12
697	nFuse	23	9	0	0	0.1
698	nFuse	23	9	0	1	0.1
699	nFuse	22	9	1	0	0.12
700	nFuse	22	9	1	1	0.12
701	nFuse	23	10	0	0	0.1
702	nFuse	23	10	0	1	0.1
703	nFuse	23	10	1	0	0.12
704	nFuse	23	10	1	1	0.12
705	FusionHunter	23	3	0	0	0.04
706	FusionHunter	23	3	0	1	0.04
707	FusionHunter	23	3	1	0	0.04
708	FusionHunter	23	3	1	1	0.04
709	FusionHunter	21	4	0	0	0.09
710	FusionHunter	21	4	0	1	0.09
711	FusionHunter	21	4	1	0	0.09
712	FusionHunter	21	4	1	1	0.09
713	FusionHunter	21	5	0	0	0.12
714	FusionHunter	21	5	0	1	0.12
715	FusionHunter	21	5	1	0	0.12
716	FusionHunter	21	5	1	1	0.12
717	FusionHunter	20	6	0	0	0.14
718	FusionHunter	20	6	0	1	0.14
719	FusionHunter	21	6	1	0	0.14
720	FusionHunter	21	6	1	1	0.14
721	FusionHunter	20	7	0	0	0.16
722	FusionHunter	20	7	0	1	0.16
723	FusionHunter	20	7	1	0	0.16
724	FusionHunter	20	7	1	1	0.17
725	FusionHunter	19	8	0	0	0.18
726	FusionHunter	19	8	0	1	0.18
727	FusionHunter	20	8	1	0	0.18
728	FusionHunter	20	8	1	1	0.18
729	FusionHunter	19	9	0	0	0.19
730	FusionHunter	19	9	0	1	0.2
731	FusionHunter	20	9	1	0	0.2
732	FusionHunter	20	9	1	1	0.2
733	FusionHunter	19	10	0	0	0.2
734	FusionHunter	19	10	0	1	0.21
735	FusionHunter	20	10	1	0	0.21
736	FusionHunter	20	10	1	1	0.22
737	EricScript	24	3	0	0	0.02
738	EricScript	24	3	0	1	0.02
739	EricScript	24	3	1	0	0.02
740	EricScript	24	3	1	1	0.02
741	EricScript	24	4	0	0	0.03
742	EricScript	24	4	0	1	0.03
743	EricScript	24	4	1	0	0.03
744	EricScript	24	4	1	1	0.03
745	EricScript	24	5	0	0	0.04
746	EricScript	24	5	0	1	0.04
747	EricScript	24	5	1	0	0.04
748	EricScript	24	5	1	1	0.04
749	EricScript	24	6	0	0	0.04
750	EricScript	24	6	0	1	0.04
751	EricScript	24	6	1	0	0.05
752	EricScript	24	6	1	1	0.05
753	EricScript	24	7	0	0	0.05
754	EricScript	24	7	0	1	0.05
755	EricScript	24	7	1	0	0.05
756	EricScript	24	7	1	1	0.05
757	EricScript	24	8	0	0	0.05
758	EricScript	24	8	0	1	0.05
759	EricScript	24	8	1	0	0.06
760	EricScript	24	8	1	1	0.06
761	EricScript	24	9	0	0	0.06
762	EricScript	24	9	0	1	0.06
763	EricScript	24	9	1	0	0.06
764	EricScript	24	9	1	1	0.06
765	EricScript	24	10	0	0	0.06
766	EricScript	24	10	0	1	0.06
767	EricScript	24	10	1	0	0.06
768	EricScript	24	10	1	1	0.06
