prog	rankval	mt	iu	okp	auc
584	TopHat-Fusion	21	4	1	1	0.19
585	TopHat-Fusion	21	5	0	0	0.22
586	TopHat-Fusion	21	5	0	1	0.22
587	TopHat-Fusion	22	5	1	0	0.22
588	TopHat-Fusion	22	5	1	1	0.22
589	TopHat-Fusion	21	6	0	0	0.24
590	TopHat-Fusion	21	6	0	1	0.24
591	TopHat-Fusion	22	6	1	0	0.24
592	TopHat-Fusion	22	6	1	1	0.24
593	TopHat-Fusion	21	7	0	0	0.24
594	TopHat-Fusion	21	7	0	1	0.24
595	TopHat-Fusion	21	7	1	0	0.25
596	TopHat-Fusion	21	7	1	1	0.25
597	TopHat-Fusion	21	8	0	0	0.25
598	TopHat-Fusion	21	8	0	1	0.25
599	TopHat-Fusion	22	8	1	0	0.26
600	TopHat-Fusion	22	8	1	1	0.26
601	TopHat-Fusion	22	9	0	0	0.26
602	TopHat-Fusion	22	9	0	1	0.26
603	TopHat-Fusion	22	9	1	0	0.27
604	TopHat-Fusion	22	9	1	1	0.27
605	TopHat-Fusion	22	10	0	0	0.25
606	TopHat-Fusion	22	10	0	1	0.25
607	TopHat-Fusion	22	10	1	0	0.27
608	TopHat-Fusion	22	10	1	1	0.27
609	TrinityFusion-D	20	3	0	0	0.15
610	TrinityFusion-D	21	3	0	1	0.14
611	TrinityFusion-D	21	3	1	0	0.15
612	TrinityFusion-D	22	3	1	1	0.14
613	TrinityFusion-D	19	4	0	0	0.2
614	TrinityFusion-D	20	4	0	1	0.19
615	TrinityFusion-D	19	4	1	0	0.2
616	TrinityFusion-D	22	4	1	1	0.19
617	TrinityFusion-D	18	5	0	0	0.25
618	TrinityFusion-D	19	5	0	1	0.23
619	TrinityFusion-D	18	5	1	0	0.25
620	TrinityFusion-D	20	5	1	1	0.23
621	TrinityFusion-D	18	6	0	0	0.28
622	TrinityFusion-D	18	6	0	1	0.26
623	TrinityFusion-D	18	6	1	0	0.28
624	TrinityFusion-D	20	6	1	1	0.26
625	TrinityFusion-D	18	7	0	0	0.3
626	TrinityFusion-D	18	7	0	1	0.28
627	TrinityFusion-D	18	7	1	0	0.3
628	TrinityFusion-D	19	7	1	1	0.28
629	TrinityFusion-D	18	8	0	0	0.32
630	TrinityFusion-D	18	8	0	1	0.3
631	TrinityFusion-D	18	8	1	0	0.32
632	TrinityFusion-D	19	8	1	1	0.3
633	TrinityFusion-D	18	9	0	0	0.37
634	TrinityFusion-D	18	9	0	1	0.34
635	TrinityFusion-D	18	9	1	0	0.37
636	TrinityFusion-D	18	9	1	1	0.34
637	TrinityFusion-D	19	10	0	0	0.28
638	TrinityFusion-D	19	10	0	1	0.28
639	TrinityFusion-D	19	10	1	0	0.32
640	TrinityFusion-D	19	10	1	1	0.32
641	nFuse	21	3	0	0	0.15
642	nFuse	18	3	0	1	0.16
643	nFuse	19	3	1	0	0.16
644	nFuse	19	3	1	1	0.16
645	nFuse	21	4	0	0	0.19
646	nFuse	21	4	0	1	0.19
647	nFuse	21	4	1	0	0.2
648	nFuse	20	4	1	1	0.2
649	nFuse	22	5	0	0	0.22
650	nFuse	22	5	0	1	0.22
651	nFuse	21	5	1	0	0.23
652	nFuse	21	5	1	1	0.23
653	nFuse	22	6	0	0	0.24
654	nFuse	22	6	0	1	0.24
655	nFuse	21	6	1	0	0.25
656	nFuse	21	6	1	1	0.25
657	nFuse	22	7	0	0	0.24
658	nFuse	22	7	0	1	0.24
659	nFuse	22	7	1	0	0.25
660	nFuse	22	7	1	1	0.25
661	nFuse	22	8	0	0	0.25
662	nFuse	22	8	0	1	0.25
663	nFuse	21	8	1	0	0.27
664	nFuse	21	8	1	1	0.27
665	nFuse	21	9	0	0	0.27
666	nFuse	21	9	0	1	0.27
667	nFuse	21	9	1	0	0.29
668	nFuse	21	9	1	1	0.29
669	nFuse	21	10	0	0	0.26
670	nFuse	21	10	0	1	0.26
671	nFuse	21	10	1	0	0.28
672	nFuse	21	10	1	1	0.28
673	deFuse	22	3	0	0	0.14
674	deFuse	22	3	0	1	0.14
675	deFuse	22	3	1	0	0.15
676	deFuse	21	3	1	1	0.15
677	deFuse	22	4	0	0	0.18
678	deFuse	22	4	0	1	0.18
679	deFuse	20	4	1	0	0.2
680	deFuse	19	4	1	1	0.2
681	deFuse	20	5	0	0	0.23
682	deFuse	20	5	0	1	0.23
683	deFuse	20	5	1	0	0.24
684	deFuse	19	5	1	1	0.24
685	deFuse	19	6	0	0	0.26
686	deFuse	19	6	0	1	0.26
687	deFuse	19	6	1	0	0.28
688	deFuse	18	6	1	1	0.28
689	deFuse	20	7	0	0	0.26
690	deFuse	20	7	0	1	0.26
691	deFuse	20	7	1	0	0.28
692	deFuse	20	7	1	1	0.28
693	deFuse	20	8	0	0	0.27
694	deFuse	20	8	0	1	0.27
695	deFuse	20	8	1	0	0.29
696	deFuse	20	8	1	1	0.29
697	deFuse	20	9	0	0	0.29
698	deFuse	20	9	0	1	0.29
699	deFuse	19	9	1	0	0.32
700	deFuse	19	9	1	1	0.32
701	deFuse	18	10	0	0	0.29
702	deFuse	18	10	0	1	0.29
703	deFuse	18	10	1	0	0.33
704	deFuse	18	10	1	1	0.33
705	EricScript	23	3	0	0	0.1
706	EricScript	23	3	0	1	0.1
707	EricScript	23	3	1	0	0.1
708	EricScript	23	3	1	1	0.1
709	EricScript	23	4	0	0	0.13
710	EricScript	23	4	0	1	0.13
711	EricScript	23	4	1	0	0.14
712	EricScript	23	4	1	1	0.14
713	EricScript	23	5	0	0	0.16
714	EricScript	23	5	0	1	0.16
715	EricScript	23	5	1	0	0.17
716	EricScript	23	5	1	1	0.17
717	EricScript	23	6	0	0	0.17
718	EricScript	23	6	0	1	0.17
719	EricScript	23	6	1	0	0.18
720	EricScript	23	6	1	1	0.18
721	EricScript	23	7	0	0	0.17
722	EricScript	23	7	0	1	0.17
723	EricScript	23	7	1	0	0.18
724	EricScript	23	7	1	1	0.18
725	EricScript	23	8	0	0	0.17
726	EricScript	23	8	0	1	0.17
727	EricScript	23	8	1	0	0.18
728	EricScript	23	8	1	1	0.18
729	EricScript	23	9	0	0	0.17
730	EricScript	23	9	0	1	0.17
731	EricScript	23	9	1	0	0.18
732	EricScript	23	9	1	1	0.18
733	EricScript	23	10	0	0	0.19
734	EricScript	23	10	0	1	0.19
735	EricScript	23	10	1	0	0.2
736	EricScript	23	10	1	1	0.2
