sample	prog	time_h
G27280.TC-71.1	STARCHIP	0.77
G27280.TC-71.1	STARSEQR	1.57
G27280.TC-71.1	TRINITY_FUSION_C_hg19	46.02
G27280.TC-71.1	TRINITY_FUSION_hg19_Apr092019	76.30
G27280.TC-71.1	TRINITY_FUSION_D_hg19	47.03
G27280.TC-71.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G27367.BFTC-909.1	TOPHAT_FUSION	36.82
G27367.BFTC-909.1	SOAP_FUSE	31.32
G27367.BFTC-909.1	CHIMERASCAN	49.02
G27367.BFTC-909.1	PRADA	19.20
G27367.BFTC-909.1	DEFUSE	20.75
G27367.BFTC-909.1	ERICSCRIPT	13.62
G27367.BFTC-909.1	FUSION_CATCHER_V0994e	7.93
G27367.BFTC-909.1	MAPSPLICE	26.15
G27367.BFTC-909.1	FUSIONHUNTER	9.08
G27367.BFTC-909.1	NFUSE	5.94
G27367.BFTC-909.1	JAFFA_ASSEMBLY	14.82
G27367.BFTC-909.1	JAFFA_HYBRID	57.85
G27367.BFTC-909.1	JAFFA_DIRECT	11.24
G27367.BFTC-909.1	INFUSION_CF3	77.59
G27367.BFTC-909.1	CHIMPIPE	20.27
G27367.BFTC-909.1	ARRIBA	1.11
G27367.BFTC-909.1	PIZZLY	0.55
G27367.BFTC-909.1	STAR_FUSION_v1.5_hg19_Apr042019	3.13
G27367.BFTC-909.1	STARCHIP	0.94
G27367.BFTC-909.1	STARSEQR	1.97
G27367.BFTC-909.1	TRINITY_FUSION_C_hg19	41.16
G27367.BFTC-909.1	TRINITY_FUSION_hg19_Apr092019	45.83
G27367.BFTC-909.1	TRINITY_FUSION_D_hg19	9.99
G27367.BFTC-909.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G27376.COLO_792.1	TOPHAT_FUSION	35.85
G27376.COLO_792.1	SOAP_FUSE	33.98
G27376.COLO_792.1	CHIMERASCAN	43.02
G27376.COLO_792.1	PRADA	12.36
G27376.COLO_792.1	DEFUSE	13.25
G27376.COLO_792.1	ERICSCRIPT	6.97
G27376.COLO_792.1	FUSION_CATCHER_V0994e	7.59
G27376.COLO_792.1	MAPSPLICE	24.29
G27376.COLO_792.1	FUSIONHUNTER	9.25
G27376.COLO_792.1	NFUSE	5.90
G27376.COLO_792.1	JAFFA_ASSEMBLY	16.80
G27376.COLO_792.1	JAFFA_HYBRID	54.42
G27376.COLO_792.1	JAFFA_DIRECT	9.35
G27376.COLO_792.1	INFUSION_CF3	67.98
G27376.COLO_792.1	CHIMPIPE	9.61
G27376.COLO_792.1	ARRIBA	1.02
G27376.COLO_792.1	PIZZLY	0.76
G27376.COLO_792.1	STAR_FUSION_v1.5_hg19_Apr042019	3.00
G27376.COLO_792.1	STARCHIP	0.93
G27376.COLO_792.1	STARSEQR	1.93
G27376.COLO_792.1	TRINITY_FUSION_C_hg19	34.09
G27376.COLO_792.1	TRINITY_FUSION_hg19_Apr092019	158.85
G27376.COLO_792.1	TRINITY_FUSION_D_hg19	9.34
G27376.COLO_792.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G27453.SNU-398.2	TOPHAT_FUSION	35.62
G27453.SNU-398.2	SOAP_FUSE	27.91
G27453.SNU-398.2	CHIMERASCAN	31.46
G27453.SNU-398.2	PRADA	12.52
G27453.SNU-398.2	DEFUSE	16.78
G27453.SNU-398.2	ERICSCRIPT	8.67
G27453.SNU-398.2	FUSION_CATCHER_V0994e	7.08
G27453.SNU-398.2	MAPSPLICE	37.67
G27453.SNU-398.2	FUSIONHUNTER	9.07
G27453.SNU-398.2	NFUSE	7.12
G27453.SNU-398.2	JAFFA_ASSEMBLY	16.88
G27453.SNU-398.2	JAFFA_HYBRID	52.16
G27453.SNU-398.2	JAFFA_DIRECT	11.06
G27453.SNU-398.2	INFUSION_CF3	61.74
G27453.SNU-398.2	CHIMPIPE	21.02
G27453.SNU-398.2	ARRIBA	1.03
G27453.SNU-398.2	PIZZLY	0.53
G27453.SNU-398.2	STAR_FUSION_v1.5_hg19_Apr042019	2.97
G27453.SNU-398.2	STARCHIP	0.87
G27453.SNU-398.2	STARSEQR	1.80
G27453.SNU-398.2	TRINITY_FUSION_C_hg19	52.90
G27453.SNU-398.2	TRINITY_FUSION_hg19_Apr092019	89.62
G27453.SNU-398.2	TRINITY_FUSION_D_hg19	47.04
G27453.SNU-398.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G27463.SK-MEL-1.2	TOPHAT_FUSION	35.70
G27463.SK-MEL-1.2	SOAP_FUSE	24.20
G27463.SK-MEL-1.2	CHIMERASCAN	29.97
G27463.SK-MEL-1.2	PRADA	14.30
G27463.SK-MEL-1.2	DEFUSE	18.03
G27463.SK-MEL-1.2	ERICSCRIPT	7.28
G27463.SK-MEL-1.2	FUSION_CATCHER_V0994e	9.76
G27463.SK-MEL-1.2	MAPSPLICE	21.04
G27463.SK-MEL-1.2	FUSIONHUNTER	8.79
G27463.SK-MEL-1.2	NFUSE	6.72
G27463.SK-MEL-1.2	JAFFA_ASSEMBLY	33.80
G27463.SK-MEL-1.2	JAFFA_HYBRID	69.10
G27463.SK-MEL-1.2	JAFFA_DIRECT	10.73
G27463.SK-MEL-1.2	INFUSION_CF3	65.14
G27463.SK-MEL-1.2	CHIMPIPE	25.99
G27463.SK-MEL-1.2	ARRIBA	0.99
G27463.SK-MEL-1.2	PIZZLY	0.41
G27463.SK-MEL-1.2	STAR_FUSION_v1.5_hg19_Apr042019	2.82
G27463.SK-MEL-1.2	STARCHIP	0.83
G27463.SK-MEL-1.2	STARSEQR	2.01
G27463.SK-MEL-1.2	TRINITY_FUSION_C_hg19	54.42
G27463.SK-MEL-1.2	TRINITY_FUSION_hg19_Apr092019	87.28
G27463.SK-MEL-1.2	TRINITY_FUSION_D_hg19	39.47
G27463.SK-MEL-1.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G27476.PK-59.2	TOPHAT_FUSION	33.46
G27476.PK-59.2	SOAP_FUSE	23.14
G27476.PK-59.2	CHIMERASCAN	29.62
G27476.PK-59.2	PRADA	12.61
G27476.PK-59.2	DEFUSE	15.98
G27476.PK-59.2	ERICSCRIPT	8.66
G27476.PK-59.2	FUSION_CATCHER_V0994e	5.02
G27476.PK-59.2	MAPSPLICE	48.69
G27476.PK-59.2	FUSIONHUNTER	9.20
G27476.PK-59.2	NFUSE	7.51
G27476.PK-59.2	JAFFA_ASSEMBLY	16.68
G27476.PK-59.2	JAFFA_HYBRID	77.94
G27476.PK-59.2	JAFFA_DIRECT	12.37
G27476.PK-59.2	INFUSION_CF3	64.60
G27476.PK-59.2	CHIMPIPE	29.41
G27476.PK-59.2	ARRIBA	1.02
G27476.PK-59.2	PIZZLY	0.72
G27476.PK-59.2	STAR_FUSION_v1.5_hg19_Apr042019	2.97
G27476.PK-59.2	STARCHIP	0.99
G27476.PK-59.2	STARSEQR	1.60
G27476.PK-59.2	TRINITY_FUSION_C_hg19	43.11
G27476.PK-59.2	TRINITY_FUSION_hg19_Apr092019	74.85
G27476.PK-59.2	TRINITY_FUSION_D_hg19	42.68
G27476.PK-59.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G27479.SK-MEL-3.2	TOPHAT_FUSION	34.35
G27479.SK-MEL-3.2	SOAP_FUSE	21.42
G27479.SK-MEL-3.2	CHIMERASCAN	25.59
G27479.SK-MEL-3.2	PRADA	14.17
G27479.SK-MEL-3.2	DEFUSE	19.79
G27479.SK-MEL-3.2	ERICSCRIPT	12.20
G27479.SK-MEL-3.2	FUSION_CATCHER_V0994e	4.90
G27479.SK-MEL-3.2	MAPSPLICE	23.50
G27479.SK-MEL-3.2	FUSIONHUNTER	8.88
G27479.SK-MEL-3.2	NFUSE	6.27
G27479.SK-MEL-3.2	JAFFA_ASSEMBLY	15.46
G27479.SK-MEL-3.2	JAFFA_HYBRID	62.58
G27479.SK-MEL-3.2	JAFFA_DIRECT	10.13
G27479.SK-MEL-3.2	INFUSION_CF3	59.02
G27479.SK-MEL-3.2	CHIMPIPE	12.97
G27479.SK-MEL-3.2	ARRIBA	0.99
G27479.SK-MEL-3.2	PIZZLY	0.67
G27479.SK-MEL-3.2	STAR_FUSION_v1.5_hg19_Apr042019	2.75
G27479.SK-MEL-3.2	STARCHIP	0.82
G27479.SK-MEL-3.2	STARSEQR	1.68
G27479.SK-MEL-3.2	TRINITY_FUSION_C_hg19	50.27
G27479.SK-MEL-3.2	TRINITY_FUSION_hg19_Apr092019	78.84
G27479.SK-MEL-3.2	TRINITY_FUSION_D_hg19	85.78
G27479.SK-MEL-3.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G27488.SNU-620.2	TOPHAT_FUSION	24.59
G27488.SNU-620.2	SOAP_FUSE	46.22
G27488.SNU-620.2	CHIMERASCAN	29.41
G27488.SNU-620.2	PRADA	12.29
G27488.SNU-620.2	DEFUSE	31.32
G27488.SNU-620.2	ERICSCRIPT	7.30
G27488.SNU-620.2	FUSION_CATCHER_V0994e	5.47
G27488.SNU-620.2	MAPSPLICE	31.80
G27488.SNU-620.2	FUSIONHUNTER	11.85
G27488.SNU-620.2	NFUSE	7.06
G27488.SNU-620.2	JAFFA_ASSEMBLY	30.03
G27488.SNU-620.2	JAFFA_HYBRID	63.46
G27488.SNU-620.2	JAFFA_DIRECT	9.87
G27488.SNU-620.2	INFUSION_CF3	57.55
G27488.SNU-620.2	CHIMPIPE	7.38
G27488.SNU-620.2	ARRIBA	0.99
G27488.SNU-620.2	PIZZLY	0.66
G27488.SNU-620.2	STAR_FUSION_v1.5_hg19_Apr042019	2.58
G27488.SNU-620.2	STARCHIP	0.93
G27488.SNU-620.2	STARSEQR	1.67
G27488.SNU-620.2	TRINITY_FUSION_C_hg19	46.00
G27488.SNU-620.2	TRINITY_FUSION_hg19_Apr092019	72.50
G27488.SNU-620.2	TRINITY_FUSION_D_hg19	31.13
G27488.SNU-620.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G27516.SK-MEL-28.2	TOPHAT_FUSION	27.79
G27516.SK-MEL-28.2	SOAP_FUSE	51.57
G27516.SK-MEL-28.2	CHIMERASCAN	28.24
G27516.SK-MEL-28.2	PRADA	11.67
G27516.SK-MEL-28.2	DEFUSE	13.97
G27516.SK-MEL-28.2	ERICSCRIPT	8.01
G27516.SK-MEL-28.2	FUSION_CATCHER_V0994e	6.88
G27516.SK-MEL-28.2	MAPSPLICE	40.30
G27516.SK-MEL-28.2	FUSIONHUNTER	8.41
G27516.SK-MEL-28.2	NFUSE	6.62
G27516.SK-MEL-28.2	JAFFA_ASSEMBLY	32.03
G27516.SK-MEL-28.2	JAFFA_HYBRID	64.58
G27516.SK-MEL-28.2	JAFFA_DIRECT	10.88
G27516.SK-MEL-28.2	INFUSION_CF3	58.83
G27516.SK-MEL-28.2	CHIMPIPE	5.86
G27516.SK-MEL-28.2	ARRIBA	0.98
G27516.SK-MEL-28.2	PIZZLY	0.64
G27516.SK-MEL-28.2	STAR_FUSION_v1.5_hg19_Apr042019	2.81
G27516.SK-MEL-28.2	STARCHIP	0.93
G27516.SK-MEL-28.2	STARSEQR	1.78
G27516.SK-MEL-28.2	TRINITY_FUSION_C_hg19	44.96
G27516.SK-MEL-28.2	TRINITY_FUSION_hg19_Apr092019	80.93
G27516.SK-MEL-28.2	TRINITY_FUSION_D_hg19	36.99
G27516.SK-MEL-28.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G27544.SF268.2	TOPHAT_FUSION	30.40
G27544.SF268.2	SOAP_FUSE	39.86
G27544.SF268.2	CHIMERASCAN	25.88
G27544.SF268.2	PRADA	11.74
G27544.SF268.2	DEFUSE	16.04
G27544.SF268.2	ERICSCRIPT	6.52
G27544.SF268.2	FUSION_CATCHER_V0994e	7.21
G27544.SF268.2	MAPSPLICE	42.72
G27544.SF268.2	FUSIONHUNTER	10.21
G27544.SF268.2	NFUSE	6.78
G27544.SF268.2	JAFFA_ASSEMBLY	16.61
G27544.SF268.2	JAFFA_HYBRID	72.57
G27544.SF268.2	JAFFA_DIRECT	11.70
G27544.SF268.2	INFUSION_CF3	58.64
G27544.SF268.2	CHIMPIPE	24.23
G27544.SF268.2	ARRIBA	1.14
G27544.SF268.2	PIZZLY	0.48
G27544.SF268.2	STAR_FUSION_v1.5_hg19_Apr042019	2.64
G27544.SF268.2	STARCHIP	0.85
G27544.SF268.2	STARSEQR	1.91
G27544.SF268.2	TRINITY_FUSION_C_hg19	42.84
G27544.SF268.2	TRINITY_FUSION_hg19_Apr092019	56.17
G27544.SF268.2	TRINITY_FUSION_D_hg19	27.48
G27544.SF268.2	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.05
G28011.KLE.1	TOPHAT_FUSION	27.15
G28011.KLE.1	SOAP_FUSE	35.12
G28011.KLE.1	CHIMERASCAN	20.95
G28011.KLE.1	PRADA	11.36
G28011.KLE.1	DEFUSE	15.68
G28011.KLE.1	ERICSCRIPT	10.95
G28011.KLE.1	FUSION_CATCHER_V0994e	7.67
G28011.KLE.1	MAPSPLICE	28.09
G28011.KLE.1	FUSIONHUNTER	7.71
G28011.KLE.1	NFUSE	8.81
G28011.KLE.1	JAFFA_ASSEMBLY	17.05
G28011.KLE.1	JAFFA_HYBRID	78.91
G28011.KLE.1	JAFFA_DIRECT	10.28
G28011.KLE.1	INFUSION_CF3	55.63
G28011.KLE.1	CHIMPIPE	37.70
G28011.KLE.1	ARRIBA	0.86
G28011.KLE.1	PIZZLY	0.64
G28011.KLE.1	STAR_FUSION_v1.5_hg19_Apr042019	2.54
G28011.KLE.1	STARCHIP	0.76
G28011.KLE.1	STARSEQR	1.84
G28011.KLE.1	TRINITY_FUSION_C_hg19	43.56
G28011.KLE.1	TRINITY_FUSION_hg19_Apr092019	76.38
G28011.KLE.1	TRINITY_FUSION_D_hg19	27.10
G28011.KLE.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28034.MDA-MB-361.1	TOPHAT_FUSION	29.39
G28034.MDA-MB-361.1	SOAP_FUSE	31.23
G28034.MDA-MB-361.1	CHIMERASCAN	30.93
G28034.MDA-MB-361.1	PRADA	11.00
G28034.MDA-MB-361.1	DEFUSE	15.09
G28034.MDA-MB-361.1	ERICSCRIPT	10.23
G28034.MDA-MB-361.1	FUSION_CATCHER_V0994e	8.32
G28034.MDA-MB-361.1	MAPSPLICE	21.91
G28034.MDA-MB-361.1	FUSIONHUNTER	8.63
G28034.MDA-MB-361.1	NFUSE	5.99
G28034.MDA-MB-361.1	JAFFA_ASSEMBLY	19.51
G28034.MDA-MB-361.1	JAFFA_HYBRID	66.87
G28034.MDA-MB-361.1	JAFFA_DIRECT	11.36
G28034.MDA-MB-361.1	INFUSION_CF3	56.43
G28034.MDA-MB-361.1	CHIMPIPE	22.23
G28034.MDA-MB-361.1	ARRIBA	0.88
G28034.MDA-MB-361.1	PIZZLY	0.48
G28034.MDA-MB-361.1	STAR_FUSION_v1.5_hg19_Apr042019	2.48
G28034.MDA-MB-361.1	STARCHIP	0.75
G28034.MDA-MB-361.1	STARSEQR	1.71
G28034.MDA-MB-361.1	TRINITY_FUSION_C_hg19	54.24
G28034.MDA-MB-361.1	TRINITY_FUSION_hg19_Apr092019	73.58
G28034.MDA-MB-361.1	TRINITY_FUSION_D_hg19	44.61
G28034.MDA-MB-361.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28045.KYSE-270.1	TOPHAT_FUSION	30.47
G28045.KYSE-270.1	SOAP_FUSE	39.17
G28045.KYSE-270.1	CHIMERASCAN	20.49
G28045.KYSE-270.1	PRADA	13.45
G28045.KYSE-270.1	DEFUSE	19.71
G28045.KYSE-270.1	ERICSCRIPT	7.70
G28045.KYSE-270.1	FUSION_CATCHER_V0994e	6.15
G28045.KYSE-270.1	MAPSPLICE	27.27
G28045.KYSE-270.1	FUSIONHUNTER	9.90
G28045.KYSE-270.1	NFUSE	6.40
G28045.KYSE-270.1	JAFFA_ASSEMBLY	18.85
G28045.KYSE-270.1	JAFFA_HYBRID	45.48
G28045.KYSE-270.1	JAFFA_DIRECT	14.05
G28045.KYSE-270.1	INFUSION_CF3	56.39
G28045.KYSE-270.1	CHIMPIPE	9.14
G28045.KYSE-270.1	ARRIBA	0.85
G28045.KYSE-270.1	PIZZLY	0.43
G28045.KYSE-270.1	STAR_FUSION_v1.5_hg19_Apr042019	2.41
G28045.KYSE-270.1	STARCHIP	0.70
G28045.KYSE-270.1	STARSEQR	1.53
G28045.KYSE-270.1	TRINITY_FUSION_C_hg19	50.02
G28045.KYSE-270.1	TRINITY_FUSION_hg19_Apr092019	64.24
G28045.KYSE-270.1	TRINITY_FUSION_D_hg19	37.80
G28045.KYSE-270.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28050.KMM-1.1	TOPHAT_FUSION	37.10
G28050.KMM-1.1	SOAP_FUSE	24.43
G28050.KMM-1.1	CHIMERASCAN	35.25
G28050.KMM-1.1	PRADA	14.13
G28050.KMM-1.1	DEFUSE	18.04
G28050.KMM-1.1	ERICSCRIPT	8.51
G28050.KMM-1.1	FUSION_CATCHER_V0994e	7.77
G28050.KMM-1.1	MAPSPLICE	23.28
G28050.KMM-1.1	FUSIONHUNTER	8.86
G28050.KMM-1.1	NFUSE	8.11
G28050.KMM-1.1	JAFFA_ASSEMBLY	22.02
G28050.KMM-1.1	JAFFA_HYBRID	47.39
G28050.KMM-1.1	JAFFA_DIRECT	10.77
G28050.KMM-1.1	INFUSION_CF3	55.52
G28050.KMM-1.1	CHIMPIPE	29.93
G28050.KMM-1.1	ARRIBA	0.98
G28050.KMM-1.1	PIZZLY	0.42
G28050.KMM-1.1	STAR_FUSION_v1.5_hg19_Apr042019	3.00
G28050.KMM-1.1	STARCHIP	0.77
G28050.KMM-1.1	STARSEQR	2.58
G28050.KMM-1.1	TRINITY_FUSION_C_hg19	57.48
G28050.KMM-1.1	TRINITY_FUSION_hg19_Apr092019	74.46
G28050.KMM-1.1	TRINITY_FUSION_D_hg19	35.48
G28050.KMM-1.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28054.KYSE-520.1	TOPHAT_FUSION	25.81
G28054.KYSE-520.1	SOAP_FUSE	19.88
G28054.KYSE-520.1	CHIMERASCAN	21.57
G28054.KYSE-520.1	PRADA	11.24
G28054.KYSE-520.1	DEFUSE	20.51
G28054.KYSE-520.1	ERICSCRIPT	7.80
G28054.KYSE-520.1	FUSION_CATCHER_V0994e	6.86
G28054.KYSE-520.1	MAPSPLICE	32.28
G28054.KYSE-520.1	FUSIONHUNTER	8.90
G28054.KYSE-520.1	NFUSE	6.54
G28054.KYSE-520.1	JAFFA_ASSEMBLY	20.61
G28054.KYSE-520.1	JAFFA_HYBRID	53.60
G28054.KYSE-520.1	JAFFA_DIRECT	11.82
G28054.KYSE-520.1	INFUSION_CF3	62.55
G28054.KYSE-520.1	CHIMPIPE	25.42
G28054.KYSE-520.1	ARRIBA	0.88
G28054.KYSE-520.1	PIZZLY	0.51
G28054.KYSE-520.1	STAR_FUSION_v1.5_hg19_Apr042019	2.34
G28054.KYSE-520.1	STARCHIP	0.72
G28054.KYSE-520.1	STARSEQR	1.75
G28054.KYSE-520.1	TRINITY_FUSION_C_hg19	57.07
G28054.KYSE-520.1	TRINITY_FUSION_hg19_Apr092019	74.82
G28054.KYSE-520.1	TRINITY_FUSION_D_hg19	39.66
G28054.KYSE-520.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28070.LN-18.1	TOPHAT_FUSION	27.41
G28070.LN-18.1	SOAP_FUSE	20.13
G28070.LN-18.1	CHIMERASCAN	20.56
G28070.LN-18.1	PRADA	11.96
G28070.LN-18.1	DEFUSE	13.53
G28070.LN-18.1	ERICSCRIPT	7.41
G28070.LN-18.1	FUSION_CATCHER_V0994e	7.74
G28070.LN-18.1	MAPSPLICE	26.54
G28070.LN-18.1	FUSIONHUNTER	11.74
G28070.LN-18.1	NFUSE	7.17
G28070.LN-18.1	JAFFA_ASSEMBLY	20.97
G28070.LN-18.1	JAFFA_HYBRID	57.65
G28070.LN-18.1	JAFFA_DIRECT	9.90
G28070.LN-18.1	INFUSION_CF3	46.97
G28070.LN-18.1	CHIMPIPE	25.74
G28070.LN-18.1	ARRIBA	0.87
G28070.LN-18.1	PIZZLY	0.50
G28070.LN-18.1	STAR_FUSION_v1.5_hg19_Apr042019	2.41
G28070.LN-18.1	STARCHIP	0.72
G28070.LN-18.1	STARSEQR	1.86
G28070.LN-18.1	TRINITY_FUSION_C_hg19	58.39
G28070.LN-18.1	TRINITY_FUSION_hg19_Apr092019	68.91
G28070.LN-18.1	TRINITY_FUSION_D_hg19	94.02
G28070.LN-18.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G28072.MDA-MB-175-VII.1	TOPHAT_FUSION	26.61
G28072.MDA-MB-175-VII.1	SOAP_FUSE	20.87
G28072.MDA-MB-175-VII.1	CHIMERASCAN	20.98
G28072.MDA-MB-175-VII.1	PRADA	18.45
G28072.MDA-MB-175-VII.1	DEFUSE	13.66
G28072.MDA-MB-175-VII.1	ERICSCRIPT	7.48
G28072.MDA-MB-175-VII.1	FUSION_CATCHER_V0994e	5.57
G28072.MDA-MB-175-VII.1	MAPSPLICE	29.04
G28072.MDA-MB-175-VII.1	FUSIONHUNTER	8.05
G28072.MDA-MB-175-VII.1	NFUSE	11.21
G28072.MDA-MB-175-VII.1	JAFFA_ASSEMBLY	NA
G28072.MDA-MB-175-VII.1	JAFFA_HYBRID	38.54
G28072.MDA-MB-175-VII.1	JAFFA_DIRECT	11.71
G28072.MDA-MB-175-VII.1	INFUSION_CF3	63.16
G28072.MDA-MB-175-VII.1	CHIMPIPE	22.52
G28072.MDA-MB-175-VII.1	ARRIBA	0.88
G28072.MDA-MB-175-VII.1	PIZZLY	0.44
G28072.MDA-MB-175-VII.1	STAR_FUSION_v1.5_hg19_Apr042019	2.50
G28072.MDA-MB-175-VII.1	STARCHIP	0.73
G28072.MDA-MB-175-VII.1	STARSEQR	1.58
G28072.MDA-MB-175-VII.1	TRINITY_FUSION_C_hg19	52.07
G28072.MDA-MB-175-VII.1	TRINITY_FUSION_hg19_Apr092019	85.04
G28072.MDA-MB-175-VII.1	TRINITY_FUSION_D_hg19	88.71
G28072.MDA-MB-175-VII.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28077.MG-63.1	TOPHAT_FUSION	29.37
G28077.MG-63.1	SOAP_FUSE	43.45
G28077.MG-63.1	CHIMERASCAN	19.06
G28077.MG-63.1	PRADA	11.22
G28077.MG-63.1	DEFUSE	23.35
G28077.MG-63.1	ERICSCRIPT	7.92
G28077.MG-63.1	FUSION_CATCHER_V0994e	6.13
G28077.MG-63.1	MAPSPLICE	26.07
G28077.MG-63.1	FUSIONHUNTER	14.61
G28077.MG-63.1	NFUSE	10.06
G28077.MG-63.1	JAFFA_ASSEMBLY	18.47
G28077.MG-63.1	JAFFA_HYBRID	37.15
G28077.MG-63.1	JAFFA_DIRECT	13.80
G28077.MG-63.1	INFUSION_CF3	55.55
G28077.MG-63.1	CHIMPIPE	20.12
G28077.MG-63.1	ARRIBA	0.86
G28077.MG-63.1	PIZZLY	0.51
G28077.MG-63.1	STAR_FUSION_v1.5_hg19_Apr042019	2.36
G28077.MG-63.1	STARCHIP	0.77
G28077.MG-63.1	STARSEQR	1.54
G28077.MG-63.1	TRINITY_FUSION_C_hg19	43.97
G28077.MG-63.1	TRINITY_FUSION_hg19_Apr092019	73.59
G28077.MG-63.1	TRINITY_FUSION_D_hg19	81.03
G28077.MG-63.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G28081.JHH-7.1	TOPHAT_FUSION	27.39
G28081.JHH-7.1	SOAP_FUSE	28.48
G28081.JHH-7.1	CHIMERASCAN	23.51
G28081.JHH-7.1	PRADA	11.92
G28081.JHH-7.1	DEFUSE	31.13
G28081.JHH-7.1	ERICSCRIPT	7.84
G28081.JHH-7.1	FUSION_CATCHER_V0994e	6.23
G28081.JHH-7.1	MAPSPLICE	32.69
G28081.JHH-7.1	FUSIONHUNTER	9.01
G28081.JHH-7.1	NFUSE	15.00
G28081.JHH-7.1	JAFFA_ASSEMBLY	22.00
G28081.JHH-7.1	JAFFA_HYBRID	64.28
G28081.JHH-7.1	JAFFA_DIRECT	10.97
G28081.JHH-7.1	INFUSION_CF3	63.57
G28081.JHH-7.1	CHIMPIPE	26.05
G28081.JHH-7.1	ARRIBA	0.88
G28081.JHH-7.1	PIZZLY	0.48
G28081.JHH-7.1	STAR_FUSION_v1.5_hg19_Apr042019	2.37
G28081.JHH-7.1	STARCHIP	0.77
G28081.JHH-7.1	STARSEQR	1.93
G28081.JHH-7.1	TRINITY_FUSION_C_hg19	50.72
G28081.JHH-7.1	TRINITY_FUSION_hg19_Apr092019	89.88
G28081.JHH-7.1	TRINITY_FUSION_D_hg19	84.34
G28081.JHH-7.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.03
G28087.MDA-MB-436.1	TOPHAT_FUSION	32.08
G28087.MDA-MB-436.1	SOAP_FUSE	25.87
G28087.MDA-MB-436.1	CHIMERASCAN	20.86
G28087.MDA-MB-436.1	PRADA	11.11
G28087.MDA-MB-436.1	DEFUSE	14.57
G28087.MDA-MB-436.1	ERICSCRIPT	6.07
G28087.MDA-MB-436.1	FUSION_CATCHER_V0994e	5.82
G28087.MDA-MB-436.1	MAPSPLICE	38.42
G28087.MDA-MB-436.1	FUSIONHUNTER	14.54
G28087.MDA-MB-436.1	NFUSE	8.04
G28087.MDA-MB-436.1	JAFFA_ASSEMBLY	21.16
G28087.MDA-MB-436.1	JAFFA_HYBRID	66.24
G28087.MDA-MB-436.1	JAFFA_DIRECT	11.26
G28087.MDA-MB-436.1	INFUSION_CF3	52.36
G28087.MDA-MB-436.1	CHIMPIPE	19.89
G28087.MDA-MB-436.1	ARRIBA	0.90
G28087.MDA-MB-436.1	PIZZLY	0.51
G28087.MDA-MB-436.1	STAR_FUSION_v1.5_hg19_Apr042019	2.59
G28087.MDA-MB-436.1	STARCHIP	0.79
G28087.MDA-MB-436.1	STARSEQR	1.96
G28087.MDA-MB-436.1	TRINITY_FUSION_C_hg19	48.21
G28087.MDA-MB-436.1	TRINITY_FUSION_hg19_Apr092019	63.17
G28087.MDA-MB-436.1	TRINITY_FUSION_D_hg19	80.52
G28087.MDA-MB-436.1	STAR_FUSION_v1.5_hg19_KICKSTART_Apr302019	0.04
G28535.OVTOKO.1	TOPHAT_FUSION	27.98
G28535.OVTOKO.1	SOAP_FUSE	21.48
G28535.OVTOKO.1	CHIMERASCAN	23.06
G28535.OVTOKO.1	PRADA	12.55
G28535.OVTOKO.1	DEFUSE	16.45
G28535.OVTOKO.1	ERICSCRIPT	7.65
G28535.OVTOKO.1	FUSION_CATCHER_V0994e	5.46
G28535.OVTOKO.1	MAPSPLICE	45.21
G28535.OVTOKO.1	FUSIONHUNTER	9.32
G28535.OVTOKO.1	NFUSE	6.44
G28535.OVTOKO.1	JAFFA_ASSEMBLY	18.80
G28535.OVTOKO.1	JAFFA_HYBRID	37.94
G28535.OVTOKO.1	JAFFA_DIRECT	9.02
G28535.OVTOKO.1	INFUSION_CF3	51.68
G28535.OVTOKO.1	CHIMPIPE	22.29
G28535.OVTOKO.1	ARRIBA	0.91
G28535.OVTOKO.1	PIZZLY	0.40
G28535.OVTOKO.1	STAR_FUSION_v1.5_hg19_Apr042019	2.55
G28535.OVTOKO.1	STARCHIP	0.80
G28535.OVTOKO.1	STARSEQR	1.99
